CUI1	CUI2	Disease1	Disease2	PubMed1	PubMed2	Common_PubMed_IDs	Level_of_similarity	Level_of_confidence
C0007193	C0009324	"Cardiomyopathy, Dilated"	Ulcerative Colitis	21868	44427	11	1	1
C0376358	C0848558	Malignant neoplasm of prostate	Hypospadias	120279	6633	11	1	1
C0410529	C3714756	Hypochondroplasia	Intellectual Disability	271	97825	11	1	2
C0037769	C1567741	West Syndrome	Alport Syndrome	16172	2387	11	1	1
C0220658	C1136249	Pfeiffer Syndrome	"Mental Retardation, X-Linked"	2199	14636	11	1	1
C0024305	C0085390	"Lymphoma, Non-Hodgkin"	Li-Fraumeni Syndrome	104075	1216	11	1	3
C0035334	C1848435	Retinitis Pigmentosa	"WOOLLY HAIR, AUTOSOMAL RECESSIVE 1, WITH OR WITHOUT HYPOTRICHOSIS"	10816	13600	11	1	1
C0002878	C0005859	"Anemia, Hemolytic"	Bloom Syndrome	74976	1736	11	1	1
C0020676	C0936016	Hypothyroidism	Testicular Feminization	42860	2842	11	0	3
C1704375	C1859727	Hypophosphatemic Rickets	Arterial calcification of infancy	2522	145	11	1	2
C0020676	C2937288	Hypothyroidism	"THYROID HORMONE RESISTANCE, GENERALIZED, AUTOSOMAL DOMINANT"	42860	48	11	1	2
C0036341	C0917713	Schizophrenia	Becker Muscular Dystrophy	134381	11109	11	1	1
C0035335	C2700553	Retinoblastoma	Omenn Syndrome	21336	8054	11	1	1
C0028326	C0524528	Noonan Syndrome	Pervasive Development Disorder	2113	30510	11	1	3
C0005411	C0020443	Biliary Atresia	Hypercholesterolemia	4757	42411	11	1	3
C0008533	C0020473	Hemophilia B	Hyperlipidemia	4899	77353	11	1	3
C0004352	C0021655	Autistic Disorder	Insulin Resistance	21522	113459	11	1	1
C0003076	C0035334	Aniridia	Retinitis Pigmentosa	1493	10816	11	1	1
C0270912	C0751122	"Charcot-Marie-Tooth Disease, Type Ib"	Infantile Severe Myoclonic Epilepsy	4570	4923	11	1	1
C0004352	C0265354	Autistic Disorder	CHARGE Syndrome	21522	1731	11	1	1
C0007193	C0009402	"Cardiomyopathy, Dilated"	Colorectal Carcinoma	21868	201452	11	1	1
C0004352	C0028326	Autistic Disorder	Noonan Syndrome	21522	2113	11	1	3
C0007194	C0013336	Hypertrophic Cardiomyopathy	Dwarfism	18881	17277	11	1	3
C0002986	C0013364	Fabry Disease	"Dysautonomia, Familial"	4158	1401	10	1	1
C0008533	C0398625	Hemophilia B	Protein C Deficiency	4899	1973	10	1	1
C0010674	C3489789	Cystic Fibrosis	"Cholestasis, Progressive Familial Intrahepatic, 2"	49380	302	10	1	2
C1859062	C2931401	LONG QT SYNDROME 3	Long QT syndrome type 3	46	112	10	0	2
C0008533	C0020443	Hemophilia B	Hypercholesterolemia	4899	42411	10	1	1
C0035334	C3151001	Retinitis Pigmentosa	Retinitis Pigmentosa 4	10816	10	10	0	2
C0035334	C1838647	Retinitis Pigmentosa	RETINITIS PIGMENTOSA 12	10816	10	10	0	2
C0003076	C3266898	Aniridia	Waardenburg Syndrome	1493	1033	10	1	3
C0013575	C0272236	Ectodermal Dysplasia	Hyperimmunoglobulin M syndrome	5832	384	10	1	2
C1851402	C4072980	Exudative vitreoretinopathy 1	Exudative vitreoretinopathy	10	400	10	0	2
C0339539	C1851402	Familial Exudative Vitreoretinopathy	Exudative vitreoretinopathy 1	320	10	10	0	2
C0241889	C1866176	Family history	EXUDATIVE VITREORETINOPATHY 4	117019	141	10	1	2
C0003076	C1847800	Aniridia	Waardenburg Syndrome Type 1	1493	1033	10	1	1
C1838254	C1853698	RIPPLING MUSCLE DISEASE 1	Rippling muscle disease	10	80	10	0	1
C0272199	C1863727	Familial Hemophagocytic Lymphocytosis	"HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 2"	3231	10	10	0	2
C1832560	C1838254	RIPPLING MUSCLE DISEASE 2	RIPPLING MUSCLE DISEASE 1	10	10	10	0	1
C0014527	C1567741	Epidermolysis Bullosa	Alport Syndrome	5786	2387	10	0	1
C0271093	C1858806	Stargardt's disease	CONE-ROD DYSTROPHY 3	268	365	10	0	1
C1832560	C1853698	RIPPLING MUSCLE DISEASE 2	Rippling muscle disease	10	80	10	0	1
C0021655	C0152171	Insulin Resistance	Idiopathic pulmonary hypertension	113459	4458	10	1	1
C3553288	C4016873	HYPEREKPLEXIA 3	"HYPEREKPLEXIA 3, AUTOSOMAL RECESSIVE"	102	10	10	0	2
C0270862	C3502809	Hemiplegic migraine	Generalized Epilepsy with Febrile Seizures Plus	999	218	10	1	2
C0342776	C1838979	Nicotinamide adenine dinucleotide coenzyme Q reductase deficiency	MITOCHONDRIAL COMPLEX I DEFICIENCY	77	135	10	1	2
C0342637	C1832615	"Hypocalciuric hypercalcemia, familial, type 1"	"HYPERPARATHYROIDISM, NEONATAL SEVERE"	59	208	10	0	1
C0241908	C1567742	"Hematuria, Benign Familial"	"Alport Syndrome, X-Linked"	26	2064	10	1	2
C0010495	C0268351	Cutis Laxa	"Cutis Laxa, Autosomal Recessive, Type I"	973	10	10	0	2
C0025269	C0031269	Multiple Endocrine Neoplasia Type 2b	Peutz-Jeghers Syndrome	813	2377	10	1	3
C0234166	C4016873	Hyperexplexia	"HYPEREKPLEXIA 3, AUTOSOMAL RECESSIVE"	384	10	10	1	2
C0238395	C0268296	Male Pseudohermaphroditism	17-Hydroxysteroid Dehydrogenase Deficiency	4886	10	10	1	3
C0021655	C0342384	Insulin Resistance	Idiopathic hypogonadotropic hypogonadism	113459	337	10	1	2
C0007193	C0027726	"Cardiomyopathy, Dilated"	Nephrotic Syndrome	21868	21763	10	1	1
C0339284	C1835677	Polymorphous corneal dystrophy	Keratoconus 1	226	3138	10	1	2
C0033804	C0268296	Pseudohermaphroditism	17-Hydroxysteroid Dehydrogenase Deficiency	42724	10	10	1	3
C0175700	C0342282	Multiple synostosis syndrome	Symphalangism-brachydactyly syndrome	1262	24	10	1	2
C0038644	C2931401	Sudden infant death syndrome	Long QT syndrome type 3	11589	112	10	1	2
C1275114	C2675780	Epidermolysis Bullosa Pruriginosa	"EPIDERMOLYSIS BULLOSA PRURIGINOSA, AUTOSOMAL DOMINANT"	69	10	10	0	2
C2673196	C4015861	LIPOPROTEIN GLOMERULOPATHY	"HYPERLIPOPROTEINEMIA, TYPE III, ASSOCIATED WITH APOE2"	118	84	10	0	1
C0024591	C0270862	Malignant hyperpyrexia due to anesthesia	Hemiplegic migraine	6029	999	10	1	2
C0020497	C1861980	Cortical Congenital Hyperostosis	"PRENATAL CORTICAL HYPEROSTOSIS, LETHAL"	629	10	10	0	2
C4284061	C4284068	Hemoglobin Q (Thailand) phenotype	HEMOGLOBIN Q PHENOTYPE	10	13	10	0	1
C0021655	C0028326	Insulin Resistance	Noonan Syndrome	113459	2113	10	1	1
C0221055	C0751951	Paramyotonia Congenita	Central Core Myopathy	6350	353	10	1	3
C0020445	C0432273	"Hypercholesterolemia, Familial"	Worth disease	8959	5369	10	1	1
C0007115	C0085110	Malignant neoplasm of thyroid	Severe Combined Immunodeficiency	67377	7990	10	1	1
C0432242	C4014294	Desbuquois syndrome	DESBUQUOIS DYSPLASIA 2	28	18	10	0	3
C0001627	C1846347	Congenital adrenal hyperplasia	Renal salt wasting	7843	466	10	1	2
C0018799	C2678408	Heart Diseases	"PITUITARY HORMONE DEFICIENCY, COMBINED, 4"	600000	462	10	1	2
C0015503	C3151465	Factor VII Deficiency	PROTEIN Z DEFICIENCY	1829	90	10	1	2
C0220659	C4016393	Acrodysostosis	ACRODYSOSTOSIS 1 WITH HORMONE RESISTANCE	102	10	10	0	3
C0026760	C0042974	Multiple Epiphyseal Dysplasia	von Willebrand Disease	29049	11553	10	1	1
C0028754	C0220766	Obesity	Congenital hypoplasia of adrenal gland	294455	572	10	1	3
C0341862	C0342384	Hypothalamic amenorrhea	Idiopathic hypogonadotropic hypogonadism	2122	337	10	1	2
C1867362	C2700553	"SEVERE COMBINED IMMUNODEFICIENCY, B CELL-NEGATIVE"	Omenn Syndrome	10	8054	10	0	1
C0162531	C0342859	Hereditary Coproporphyria	Harderoporphyria	285	10	10	0	1
C0010278	C0028326	Craniosynostosis	Noonan Syndrome	6837	2113	10	1	3
C0024796	C3489726	Marfan Syndrome	Geleophysic dysplasia	7116	66	10	1	2
C0342770	C1708350	Fumarase deficiency	Hereditary Leiomyomatosis and Renal Cell Cancer	51	213	10	0	1
C0011860	C0238462	"Diabetes Mellitus, Non-Insulin-Dependent"	Medullary carcinoma of thyroid	142114	7190	10	1	3
C0220658	C0242379	Pfeiffer Syndrome	Malignant neoplasm of lung	2199	261819	10	1	1
C0003076	C0079661	Aniridia	Klein's Syndrome	1493	1033	10	1	1
C0023522	C4017095	"Leukodystrophy, Metachromatic"	"ARYLSULFATASE A PSEUDODEFICIENCY, SEVERE"	1544	10	10	1	2
C0004352	C0018553	Autistic Disorder	"Hamartoma Syndrome, Multiple"	21522	1768	10	1	1
C0085584	C0265252	Encephalopathies	Coffin-Lowry syndrome	600000	226	10	1	2
C0085584	C1275081	Encephalopathies	Cardio-facio-cutaneous syndrome	600000	248	10	1	2
C0007465	C0268312	Cause of Death	Progressive intrahepatic cholestasis	152612	1170	10	1	1
C3150987	C4016378	"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 11"	"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 11, MILD"	174	10	10	0	1
C0917715	C1838257	Hajdu-Cheney Syndrome	Serpentine fibula polycystic kidney syndrome	170	12	10	0	1
C0010273	C0027819	Craniofacial Dysostosis	Neuroblastoma	5697	39783	10	1	1
C0002736	C1833662	Amyotrophic Lateral Sclerosis	INCLUSION BODY MYOPATHY WITH EARLY-ONSET PAGET DISEASE AND FRONTOTEMPORAL DEMENTIA	24280	41	10	1	2
C0017152	C1858438	Gastritis	"COLORECTAL CANCER, SUSCEPTIBILITY TO"	28594	6432	10	1	1
C0393814	C4016716	Hereditary liability to pressure palsies	"CHARCOT-MARIE-TOOTH DISEASE, TYPE 1A, AUTOSOMAL RECESSIVE"	458	355	10	0	1
C0085298	C0751122	Sudden Cardiac Death	Infantile Severe Myoclonic Epilepsy	31397	4923	10	1	1
C0006142	C0340643	Malignant neoplasm of breast	Dissection of aorta	309961	24314	10	1	1
C0004238	C0220658	Atrial Fibrillation	Pfeiffer Syndrome	72805	2199	10	1	1
C0005684	C0024899	Malignant neoplasm of urinary bladder	Mastocytosis	59248	6995	10	1	1
C0340643	C0346156	Dissection of aorta	Benign neoplasm of breast	24314	314690	10	1	1
C0021655	C0039585	Insulin Resistance	Androgen-Insensitivity Syndrome	113459	2447	10	1	1
C0541782	C3151464	Atrial standstill	"ATRIAL FIBRILLATION, FAMILIAL, 10"	218	15668	10	0	3
C0079744	C1336839	Diffuse Large B-Cell Lymphoma	Type 1 Papillary Renal Cell Carcinoma	24275	2737	10	0	3
C0007115	C0221013	Malignant neoplasm of thyroid	"Mastocytosis, Systemic"	67377	2170	10	1	1
C0000768	C1838437	Congenital Abnormality	"VENOUS MALFORMATIONS, MULTIPLE CUTANEOUS AND MUCOSAL"	591498	15	10	1	2
C0001080	C0265950	Achondroplasia	Venous malformation	2697	32747	10	1	1
C0220659	C4016394	Acrodysostosis	ACRODYSOSTOSIS 1 WITHOUT HORMONE RESISTANCE	102	10	10	0	3
C0021655	C2674950	Insulin Resistance	"LUNG CANCER, SUSCEPTIBILITY TO"	113459	5827	10	1	1
C0587248	C3150971	Costello syndrome	LEOPARD SYNDROME 3	665	96	10	1	2
C1843898	C1852091	BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 4	"INSULIN RESISTANCE, SUSCEPTIBILITY TO"	161	3841	10	1	2
C0021051	C0021847	Immunologic Deficiency Syndromes	Intestinal Pseudo-Obstruction	308948	3361	10	1	1
C4017094	C4017095	"METACHROMATIC LEUKODYSTROPHY, SEVERE"	"ARYLSULFATASE A PSEUDODEFICIENCY, SEVERE"	129	10	10	0	1
C0079661	C0599973	Klein's Syndrome	Waardenburg Anophthalmia Syndrome	1033	10	10	0	1
C0158646	C4016103	Cleft palate with cleft lip	"HYPOGONADOTROPIC HYPOGONADISM 2 WITH OR WITHOUT ANOSMIA, SUSCEPTIBILITY TO"	15183	5965	10	0	3
C0271582	C0342384	Isolated lutropin deficiency	Idiopathic hypogonadotropic hypogonadism	218	337	10	1	3
C0268621	C4017218	Hepatic methionine adenosyltransferase deficiency	"METHIONINE ADENOSYLTRANSFERASE DEFICIENCY, AUTOSOMAL DOMINANT"	132	10	10	0	2
C0080024	C4016297	Piebaldism	"PIEBALDISM, PROGRESSIVE"	334	10	10	0	3
C1848172	C4016457	"NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 2A"	"NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 2A, SEVERE"	88	10	10	0	1
C0238198	C1858438	Gastrointestinal Stromal Tumors	"COLORECTAL CANCER, SUSCEPTIBILITY TO"	8324	6432	10	1	1
C0014527	C2675780	Epidermolysis Bullosa	"EPIDERMOLYSIS BULLOSA PRURIGINOSA, AUTOSOMAL DOMINANT"	5786	10	10	0	2
C0007196	C1834460	Restrictive cardiomyopathy	"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 10"	1984	242	10	0	3
C0034089	C0038015	Pulmonary Valve Stenosis	Spondyloepiphyseal Dysplasia	13326	29077	10	1	1
C3845231	C4016718	Poor metabolizer	TOLBUTAMIDE POOR METABOLIZER	1006	10	10	0	2
C3151055	C4289986	"ADRENAL INSUFFICIENCY, CONGENITAL, WITH 46,XY SEX REVERSAL, PARTIAL OR COMPLETE"	Aldosterone Synthase Deficiency	600000	200	10	1	2
C0027126	C0751951	Myotonic Dystrophy	Central Core Myopathy	6483	353	10	1	3
C0004775	C0027125	Bartter Disease	Myotonia	1788	3315	10	1	1
C0023931	C4015949	Lobstein's Disease	"OSTEOGENESIS IMPERFECTA, TYPE IIC"	5402	10	10	1	2
C0265252	C3553943	Coffin-Lowry syndrome	"T-CELL IMMUNODEFICIENCY, RECURRENT INFECTIONS, AND AUTOIMMUNITY WITH OR WITHOUT CARDIAC MALFORMATIONS"	226	168719	10	1	2
C0027726	C0035334	Nephrotic Syndrome	Retinitis Pigmentosa	21763	10816	10	1	1
C0025269	C0027819	Multiple Endocrine Neoplasia Type 2b	Neuroblastoma	813	39783	10	1	3
C0004779	C1854245	Basal Cell Nevus Syndrome	"Basal cell carcinoma, multiple"	1621	50	10	0	1
C0003076	C1850994	Aniridia	FOVEAL HYPOPLASIA WITH ANTERIOR SEGMENT ANOMALIES	1493	18	10	1	2
C0686353	C1720860	"Muscular Dystrophies, Limb-Girdle"	"Familial Partial Lipodystrophy, Type 2"	1891	329	10	1	2
C0038015	C1861980	Spondyloepiphyseal Dysplasia	"PRENATAL CORTICAL HYPEROSTOSIS, LETHAL"	29077	10	10	1	2
C0027726	C4016901	Nephrotic Syndrome	"NEPHROTIC SYNDROME, TYPE 2, SUSCEPTIBILITY TO"	21763	10	10	0	3
C0392514	C2985437	Hereditary hemochromatosis	Null Allele	9950	9483	10	1	1
C0857439	C1969060	Pituitary hormone deficiency	Premature Ovarian Failure 5	18247	1141	10	1	1
C0010278	C0085580	Craniosynostosis	Essential Hypertension	6837	31557	10	1	1
C0010278	C0024507	Craniosynostosis	Majewski Syndrome	6837	482	10	1	2
C0030421	C1866552	Paraganglioma	PARAGANGLIOMAS 2	23102	16	10	1	2
C0007102	C1704423	Malignant tumor of colon	Milroy Disease	85229	13572	10	1	1
C0029434	C4015949	Osteogenesis Imperfecta	"OSTEOGENESIS IMPERFECTA, TYPE IIC"	5398	10	10	0	2
C0007134	C1619700	Renal Cell Carcinoma	RENAL ADYSPLASIA	47304	366	10	0	2
C0024305	C0206686	"Lymphoma, Non-Hodgkin"	Adrenocortical carcinoma	104075	3369	10	1	3
C0024899	C0085110	Mastocytosis	Severe Combined Immunodeficiency	6995	7990	10	1	3
C1839606	C1848336	Low-molecular-weight proteinuria	Dent disease 1	720	18	10	1	2
C0020459	C1527336	Hyperinsulinism	Sjogren's Syndrome	81647	15201	10	0	1
C0007102	C0206686	Malignant tumor of colon	Adrenocortical carcinoma	85229	3369	10	1	3
C0030567	C2674950	Parkinson Disease	"LUNG CANCER, SUSCEPTIBILITY TO"	73702	5827	10	1	1
C0599973	C1847800	Waardenburg Anophthalmia Syndrome	Waardenburg Syndrome Type 1	10	1033	10	0	3
C0007959	C0027121	Charcot-Marie-Tooth Disease	Myositis	4570	21333	10	1	3
C0009691	C1861829	Congenital cataract	Cataract microcornea syndrome	4934	17	10	0	3
C0022735	C0155015	Klinefelter Syndrome	"Color Blindness, Red"	4232	4267	10	1	3
C0022735	C0155016	Klinefelter Syndrome	"Color Blindness, Red-Green"	4232	4243	10	1	3
C0038015	C0268337	Spondyloepiphyseal Dysplasia	"Ehlers-Danlos syndrome, type 3"	29077	478	10	1	2
C0018817	C4021133	Atrial Septal Defects	Left ventricular noncompaction cardiomyopathy	17477	1082	10	1	1
C0086543	C3280042	Cataract	RETINITIS PIGMENTOSA 62	68182	137	10	1	2
C0022735	C0155017	Klinefelter Syndrome	"Color Blindness, Blue"	4232	4239	10	1	3
C1336839	C3469522	Type 1 Papillary Renal Cell Carcinoma	"BREAST CANCER, SUSCEPTIBILITY TO"	2737	12696	10	1	1
C0599973	C3266898	Waardenburg Anophthalmia Syndrome	Waardenburg Syndrome	10	1033	10	0	3
C0342856	C0342859	Coproporphyria	Harderoporphyria	315	10	10	0	1
C0002726	C0342898	Amyloidosis	Apolipoprotein A-I deficiency	28634	777	10	1	2
C0029925	C1336708	Ovarian Carcinoma	Testicular Germ Cell Tumor	34444	1153	10	1	1
C0018995	C0268381	Hemochromatosis	Primary amyloidosis	10363	5362	10	1	3
C0021051	C0270912	Immunologic Deficiency Syndromes	"Charcot-Marie-Tooth Disease, Type Ib"	308948	4570	10	1	1
C0004352	C0029422	Autistic Disorder	Osteochondrodysplasias	21522	28883	10	1	1
C0035334	C0162309	Retinitis Pigmentosa	Adrenoleukodystrophy	10816	2255	10	1	1
C0268337	C0268362	"Ehlers-Danlos syndrome, type 3"	Osteogenesis imperfecta type III	478	492	10	1	2
C0030305	C3888018	Pancreatitis	Congenital Hyperinsulinism	65210	951	10	1	3
C0020557	C2673196	Hypertriglyceridemia	LIPOPROTEIN GLOMERULOPATHY	14669	118	10	1	2
C0220726	C0271829	Diastrophic dysplasia	Pendred's syndrome	225	450	10	1	2
C0003850	C0008533	Arteriosclerosis	Hemophilia B	168968	4899	10	1	1
C0020074	C0036341	HSAN Type IV	Schizophrenia	2026	134381	10	1	1
C0024796	C3553785	Marfan Syndrome	WEILL-MARCHESANI SYNDROME 3	7116	39	10	1	2
C0041296	C1567741	Tuberculosis	Alport Syndrome	247739	2387	10	1	1
C0013336	C0027819	Dwarfism	Neuroblastoma	17277	39783	10	0	1
C0029925	C1835398	Ovarian Carcinoma	LI-FRAUMENI SYNDROME 1	34444	454	10	1	2
C0085110	C1847827	Severe Combined Immunodeficiency	LIG4 Syndrome	7990	28	10	1	2
C0004352	C2678051	Autistic Disorder	"MENTAL RETARDATION, X-LINKED 94"	21522	127	10	1	2
C0018995	C2985437	Hemochromatosis	Null Allele	10363	9483	10	1	1
C0030305	C2931832	Pancreatitis	"Hyperinsulinemic hypoglycemia, familial, 1"	65210	951	10	1	3
C0004352	C0036391	Autistic Disorder	Schwartz-Jampel Syndrome	21522	28949	10	1	1
C0010674	C1864903	Cystic Fibrosis	Hyperinsulinemic hypoglycemia	49380	1842	10	1	3
C0007959	C0021051	Charcot-Marie-Tooth Disease	Immunologic Deficiency Syndromes	4570	308948	10	1	1
C0086543	C0270912	Cataract	"Charcot-Marie-Tooth Disease, Type Ib"	68182	4570	10	1	1
C0035334	C1835677	Retinitis Pigmentosa	Keratoconus 1	10816	3138	10	1	1
C0020443	C0149630	Hypercholesterolemia	Bicuspid aortic valve	42411	2810	10	1	1
C0027831	C2936783	Neurofibromatosis 1	"Colorectal cancer, hereditary nonpolyposis, type 1"	10013	328	10	0	3
C0037772	C1274215	Spastic Paraplegia	Autosomal recessive ichthyosis	21054	638	10	1	2
C0035334	C1867450	Retinitis Pigmentosa	"Pseudoxanthoma Elasticum, Incomplete"	10816	1837	10	1	1
C0014527	C0024796	Epidermolysis Bullosa	Marfan Syndrome	5786	7116	10	1	3
C0007193	C0013336	"Cardiomyopathy, Dilated"	Dwarfism	21868	17277	10	1	3
C0033847	C0035334	Pseudoxanthoma Elasticum	Retinitis Pigmentosa	1837	10816	10	0	1
C0035334	C2751306	Retinitis Pigmentosa	"Polycystic kidney disease, type 2"	10816	4608	10	1	1
C0024796	C0339573	Marfan Syndrome	"Glaucoma, Primary Open Angle"	7116	16652	10	1	1
C0004775	C0023976	Bartter Disease	Long QT Syndrome	1788	9236	10	1	1
C0002395	C0007194	Alzheimer's Disease	Hypertrophic Cardiomyopathy	139725	18881	10	1	3
C0002994	C0272375	Angioedema	Antithrombin III Deficiency	7733	2016	9	1	1
C0023522	C0086651	"Leukodystrophy, Metachromatic"	"Mucopolysaccharidosis, MPS-IV-A"	1544	1260	9	0	3
C0265253	C0268338	Stickler syndrome	"Ehlers-Danlos Syndrome, Type IV"	344	3717	9	1	2
C0007194	C0010273	Hypertrophic Cardiomyopathy	Craniofacial Dysostosis	18881	5697	9	1	1
C0265253	C0542428	Stickler syndrome	Hypochondrogenesis	344	48	9	1	2
C0079295	C0432306	Epidermolysis Bullosa Herpetiformis Dowling-Meara	Ichthyosis Bullosa of Siemens	831	56	9	0	3
C0013720	C0265253	Ehlers-Danlos Syndrome	Stickler syndrome	3717	344	9	1	2
C0079153	C1721007	"Hyperkeratosis, Epidermolytic"	"Pachyonychia Congenita, Type 2"	578	450	9	1	2
C0010674	C0039292	Cystic Fibrosis	Tangier Disease	49380	742	9	1	3
C0002395	C2931257	Alzheimer's Disease	Alzheimer disease type 1	139725	9	9	1	2
C0079298	C0432306	Epidermolysis Bullosa Simplex	Ichthyosis Bullosa of Siemens	826	56	9	0	3
C0079153	C1706595	"Hyperkeratosis, Epidermolytic"	"Pachyonychia Congenita, Jadassohn Lewandowsky Type"	578	450	9	1	2
C0001627	C0268285	Congenital adrenal hyperplasia	"Adrenal hyperplasia, congenital, type 5"	7843	9	9	0	2
C0003486	C0020445	Aortic Aneurysm	"Hypercholesterolemia, Familial"	60865	8959	9	1	1
C0011053	C0265961	Deafness	Erythrokeratodermia variabilis	39032	129	9	1	2
C0542519	C1619700	Congenital absence of kidney	RENAL ADYSPLASIA	666	366	9	0	1
C0015519	C0241889	Factor X Deficiency	Family history	560	117019	9	1	2
C0013581	C0035334	Ectopia Lentis	Retinitis Pigmentosa	693	10816	9	1	2
C0752166	C2936864	Bardet-Biedl Syndrome	Bardet-Biedl syndrome 4	1122	9	9	0	2
C0270851	C3150986	Benign neonatal epilepsy	"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 7"	570	212	9	1	2
C0003076	C0018799	Aniridia	Heart Diseases	1493	600000	9	1	3
C0028754	C0342482	Obesity	X-linked adrenal hypoplasia congenita	294455	1225	9	1	1
C0007115	C0162872	Malignant neoplasm of thyroid	"Aortic Aneurysm, Thoracic"	67377	19227	9	1	1
C0086651	C0751279	"Mucopolysaccharidosis, MPS-IV-A"	"Metachromatic Leukodystrophy, Adult-Type"	1260	1544	9	1	3
C0086651	C0751278	"Mucopolysaccharidosis, MPS-IV-A"	"Metachromatic Leukodystrophy, Infant"	1260	1544	9	0	3
C0023976	C1720189	Long QT Syndrome	Episodic Ataxia	9236	502	9	1	2
C0034345	C1839885	Pyruvate Dehydrogenase Complex Deficiency Disease	"Leigh Syndrome, X-Linked"	525	25	9	1	2
C0376358	C1846862	Malignant neoplasm of prostate	PARKINSON DISEASE 8	120279	10370	9	1	1
C0037772	C3539507	Spastic Paraplegia	"SPASTIC PARAPLEGIA 56, AUTOSOMAL RECESSIVE"	21054	9	9	0	2
C1721006	C1840427	"Keratoderma, Palmoplantar, Epidermolytic"	"PALMOPLANTAR KERATODERMA, EPIDERMOLYTIC, WITH KNUCKLE PADS"	217	9	9	0	1
C0020445	C0149871	"Hypercholesterolemia, Familial"	Deep Vein Thrombosis	8959	82283	9	0	1
C0079474	C2675780	Hallopeau-Siemens Disease	"EPIDERMOLYSIS BULLOSA PRURIGINOSA, AUTOSOMAL DOMINANT"	1183	10	9	0	1
C0268635	C4016990	Acyl-CoA dehydrogenase deficiency	"SCAD DEFICIENCY, MILD"	1646	9	9	1	2
C3891133	C4017513	HEMOGLOBIN N (BALTIMORE) PHENOTYPE	HEMOGLOBIN HOPKINS 1 PHENOTYPE	17	20	9	0	1
C4311029	C4311031	HEMOGLOBIN YUKUHASHI-2	HEMOGLOBIN UMI	196933	9	9	0	1
C0079153	C0265334	"Hyperkeratosis, Epidermolytic"	Pachyonychia Congenita	578	450	9	1	2
C0080333	C0432306	Weber-Cockayne Syndrome	Ichthyosis Bullosa of Siemens	831	56	9	1	2
C0006142	C0010278	Malignant neoplasm of breast	Craniosynostosis	309961	6837	9	1	1
C0265252	C0796237	Coffin-Lowry syndrome	"Mental Retardation, X-Linked 30"	226	802	9	1	2
C0033788	C1854896	Pseudo-Hurler Polydystrophy	Mucolipidosis III Gamma	1070	14	9	1	2
C1869116	C2676641	"ASTHMA, SUSCEPTIBILITY TO (finding)"	"DERMATITIS, ATOPIC, 6, SUSCEPTIBILITY TO"	360	252	9	0	2
C0024236	C3150732	Lymphedema	"LYMPHEDEMA, HEREDITARY, IC"	14217	9	9	0	3
C0024796	C0265287	Marfan Syndrome	Acromicric Dysplasia	7116	40	9	0	1
C0010273	C0085758	Craniofacial Dysostosis	"Aganglionosis, Colonic"	5697	4776	9	1	3
C0031269	C0085584	Peutz-Jeghers Syndrome	Encephalopathies	2377	600000	9	1	3
C0079294	C2675780	Epidermolysis Bullosa Dystrophica	"EPIDERMOLYSIS BULLOSA PRURIGINOSA, AUTOSOMAL DOMINANT"	1176	10	9	0	2
C0079299	C0432306	Epidermolysis Bullosa Simplex Kobner	Ichthyosis Bullosa of Siemens	826	56	9	0	3
